day,total_amount,TRX_amount,WTRX_amount,WBTT_amount,BTC_amount,WBTC_amount,ETH_amount,USDT_amount,BTT_amount,WIN_amount,USDJ_amount,JST_amount,SUNOLD_amount,TUSD_amount,USDC_amount,NFT_amount,SUN_amount,DOGE_amount,BTT_amount,USDD_amount,HT_amount
2022-06-14,14906498345,410178952.4,17716964.23,0,1751567.465,0,1781223.476,11941285901,19552523.68,6175404.394,33513889.03,17860846.4,0,48795787.13,2345268805,8223342.418,11785296.19,1428.180003,19552523.68,0,0
2022-06-13,23480006532,521620811.4,19257735.19,0,20387543.95,0,42728508.18,16045564391,18125757.21,6075343.096,39592857.67,17517015,0,295571996.6,6383176967,13027597.1,9586899.053,624.220024,18125757.21,0,0
2022-06-12,6683609259,191536209.2,3763030.993,0,683048.6874,0,1159643.619,6165448553,9308338.752,2247791.938,9433466.757,17608944.94,0,18090104.72,223927555.3,6766716.859,12793014.59,2325.458997,9308338.752,0,0
2022-06-11,6173048998,199626305.4,2046796.252,0,1259359.536,0,2256912.599,5830911978,11315534.32,5321223.101,9098873.081,6551438.581,0,19129519.37,56169080.68,7684096.542,14407382.08,641.705864,11315534.32,0,0
2022-06-10,8090720067,137305136.7,1021325.574,0,274328.0229,0,293408.0118,7776004031,4625400.858,2749646.88,3709676.992,18094853.71,0,34990155.13,57803612.78,6338331.288,10723484.54,2.814174,4625400.858,0,0
2022-06-09,7792282255,151929603.2,2003626.882,0,931713.8809,0,92586.77387,7415451917,4421025.164,2787705.159,25330012.02,1863416.16,0,7040570.651,157250852.8,7143442.919,9003736.327,631.745059,4421025.164,0,0
2022-06-08,7789582736,151903991.9,1489538.169,0,610166.2555,0,986349.8677,7436201596,7172141.636,3699833.836,4002916.504,2403101.721,0,11606780.74,140299391.3,8661463.235,14301163.09,13.668463,7172141.636,0,0
2022-06-07,8695992642,214951639.3,2078562.741,0,290362.2219,0,132310.6368,8210059727,10111861.25,2429422.9,8046866.713,3927708.41,0,10862365.42,207257165.4,4270242.576,8641351.135,454.835575,10111861.25,0,0
2022-06-06,8301122277,144108016.4,1308221.308,0,1355987.298,0,89590.16266,7934545341,12168367.45,5629174.906,3478445.521,3214601.321,0,27347882.36,143629358.6,13001114.29,3624542.7,2437.831539,12168367.45,0,0
2022-06-05,5477694156,108307016.9,1020221.981,0,66218.31157,0,665338.518,5143248356,4357934.929,2540695.177,2428778.461,2678847.46,0,7436538.053,172657200,5668849.184,10719686.45,115.578515,4357934.929,0,0
2022-06-04,5157587778,296745762.8,2392112.907,0,7626338.414,0,701496.0905,4704485097,14159575.93,2603905.85,8560088.61,3887512.264,0,16880458.99,84825967.74,3893486.105,4625054.049,699.819213,14159575.93,0,0
2022-06-03,7262933629,324624985.3,1816598.759,0,629574.3832,0,237522.5677,6817696795,5702453.306,1343456.548,9085833.655,4788128.004,0,4682208.741,71461298.19,1147766.223,3363226.303,162.413254,5702453.306,0,0
2022-06-02,8400173381,308600040.1,2974121.868,0,874541.3174,0,2939791.807,7809288090,3313814.3,2188165.038,6842847.544,10859878.43,0,4811582.854,224351426.3,1685871.787,5097366.943,90.195896,3313814.3,0,0
2022-06-01,9647898095,627004883.1,5316854.125,0,2448836.398,0,137330.252,8615619939,14704811.62,5516582.492,12584179.46,17059898.92,0,18970523.88,300933912.1,3680175.88,7701705.082,2017.166274,14704811.62,0,0
2022-05-31,9884492100,622665840.5,2161113.119,0,259444.2854,0,203531.1329,8918278980,11434795.98,2186522.402,5116383.951,7914074.229,0,28616188.21,260269543.1,2676135.035,6365228.678,0,11434795.98,0,0
2022-05-30,10255320551,1981792986,2872593.454,0,584553.3735,0,499923.6753,8034735509,11489331.67,2777665.837,6475333.143,8104611.269,0,7883031.604,171976414.2,5129187.873,3545614.521,884.958283,11489331.67,0,0
2022-05-29,5198007897,266686328.2,1776968.915,0,138005.1211,0,2611652.364,4756158331,4854074.923,2860126.653,3129161.782,4075969.207,0,39750995.18,93437722.6,7001972.85,3030771.391,455.813992,4854074.923,0,0
2022-05-28,4754292435,138605556.9,1913598.754,0,5646071.806,0,188848.4,4535807238,5383158.799,1281288.864,3888285.965,7305361.741,0,4909844.809,37599819.3,2161975.905,1552343.712,158.646076,5383158.799,0,0
2022-05-27,10230867775,253090170.6,4314863.677,0,5845719.217,0,310961.4963,9822522556,5606767.75,2341060.562,11510698.37,6404149.307,0,21778874.35,77984411.85,4577076.56,1575184.24,3132.915729,5606767.75,0,0
2022-05-26,9192359239,364871357.5,5821947.351,0,5935455.367,0,1448838.492,8542151473,8687882.986,3518200.243,11271326.32,9002219.588,0,40515364.43,165924771.8,12206415.56,4197838.018,939.566717,8687882.986,0,0
2022-05-25,8157673590,365057249,4079586.516,0,267171.0039,0,504999.308,7609914750,4419635.861,5193650.675,6933205.196,6911931.593,0,9168827.399,110190052.4,4777049.459,2922928.135,579.442109,4419635.861,0,0
2022-05-24,8491183566,830981903.7,4957357.24,0,4576004.777,0,146659.4708,7111297597,8753345.69,20575150.83,9501858.287,17930147.12,0,43397581.95,411814304.7,5122328.81,7648447.794,1158.249015,8753345.69,0,0
2022-05-23,15091689988,370681576.6,4716711.432,0,786566705.1,0,1014903.985,13384449974,5710254.32,6684016.101,7902465.498,13356655.78,0,53854191.24,427663770.4,5117609.67,7338378.723,1244.667129,5710254.32,0,0
2022-05-22,5436294450,331392872.6,1445880.38,0,565883.2535,0,165699.2477,4414035689,3048805.293,1448472.074,2701190.071,9539432.447,0,3921715.916,649108733,1860878.278,3236439.92,1098.16826,3048805.293,0,0
2022-05-21,5356864087,273005861.8,2026874.039,0,3741281.136,0,76172.86232,4967757563,4311371.787,2117968.977,4473027.236,2609572.13,0,27936989.97,35290087.82,3654553.012,3002348.944,167.834119,4311371.787,0,0
2022-05-20,9327409852,339612999,3397422.19,0,456630.2159,0,960594.2514,8776512517,7192483.107,2260722.758,5949049.71,6306880.045,0,12296009.32,136931383,9038666.06,6598076.689,62.743351,7192483.107,0,0
2022-05-19,8760169134,274545915.3,8170340.269,0,6561663.028,0,1701518.234,8277762002,7515942.236,2157371.745,5082663.322,8386414.266,0,18571916.54,129439297.3,5020306.299,4829363.421,1003.213314,7515942.236,0,0
2022-05-18,8338774796,288192280.7,1951453.16,0,556006.4873,0,3642471.151,7815371360,7466620.45,2360519.809,4530313.784,6010737.859,0,18452057.27,125756627.5,10029489.87,2468206.063,205.29456,7466620.45,0,0
2022-05-17,9690496571,242523337.4,2631899.487,0,454585.1631,0,3965811.608,9196524850,5810404.032,2215874.085,6834175.885,12625562.44,0,11957678.98,180866810.8,3491515.391,1683037.952,180.871337,5810404.032,0,0
2022-05-16,13243096237,193904046.7,3168073.253,0,2441231.525,0,32703158.21,10999518975,7610452.637,2840890.549,6197632.375,18488064.42,0,21716171.34,1930460356,7063879.826,2310322.684,812.922238,7610452.637,0,0
2022-05-15,6477175594,269901710.2,17669530.47,0,3119163.821,0,518608.6033,5927404910,6982867.427,4655088.297,60782790.91,16156347.34,0,24002174.3,113626289.7,3974712.225,7409454.329,5055.01797,6982867.427,0,0
2022-05-14,15936414014,298472483.9,12835272.41,0,792392.9331,0,857179.6781,13100340701,4801320.031,2663734.64,44392339.96,18222067.87,0,137394415.8,2269813021,5709997.407,7186800.85,577.448335,4801320.031,0,0
2022-05-13,19820643740,477596322.3,8960736.725,0,8981271.394,0,1090600.327,17522276083,12487415.1,7169892.644,15594183.9,53298690.5,0,291622798.4,1383111608,12206716.53,12411637.4,6325.482944,12487415.1,0,0
2022-05-12,53671819385,655411569.6,16087576.84,0,3371521.285,0,3432368.29,51082365651,31521219.05,12751966.72,46125007.68,40304842.5,0,432875018.8,1304388375,18419286.82,6152514.047,503.064582,31521219.05,0,0
2022-05-11,17425922659,865339324.1,26964720.52,0,4441093.334,0,3603168.719,15959366418,29967182.93,9345561.801,42393289.44,30092101.15,0,173228319.2,218470876.1,17100980.92,13139310.4,5679.811905,29967182.93,0,0
2022-05-10,13219364645,553572251.4,13740621.46,0,6335431.213,0,2362787.996,12396047997,16560293.03,5374449.423,22518290.58,31211638.34,0,24362210.33,111457902.1,11792388.69,5204238.284,3444.234145,16560293.03,0,0
2022-05-09,13504020554,494709992.6,16523279.92,0,4264677.465,0,1953481.144,12709191131,20081833.97,5992314.654,33203290.55,14828038.1,0,27287243.56,121407619.3,12762778.65,5152485.555,1296.618899,20081833.97,0,0
2022-05-08,6529706782,447470799.5,13631806,0,2099763.702,0,3138181.679,5899703648,13923426.75,3442967.328,19107768.2,18222404.76,0,24212571.05,51681350.09,8397478.438,5606117.682,1126.43874,13923426.75,0,0
2022-05-07,9944621155,411279659.1,11080152.11,0,1831654.662,0,718017.0689,9261640639,7234040.569,4341304.256,15488318.59,89202441.76,0,21339063.89,72017379.93,12795650.2,9219538.466,2351.043836,7234040.569,0,0
2022-05-06,9420958182,543049163.4,13668396.15,0,1963425.54,0,1643746.83,8607400041,10435720.56,5734072.5,17879913.24,67415887.86,0,24954636.37,70448847.69,10239663.37,5923399.891,1224.481259,10435720.56,0,0
2022-05-05,10203909885,651772958.8,14939718.77,0,2747710.944,0,1054144.368,9223749676,28644632.7,4091058.375,17079183.31,40627630.54,0,83184220.32,79053582.69,10052285.66,7905535.133,1917.01967,28644632.7,0,0
2022-05-04,8440119579,616647946.2,10605051.58,0,1156722.256,0,2566165.223,7617535096,18083985.04,3832291.302,14278865.6,14668084.42,0,19009870.87,83782592.16,9938415.407,5859910.056,4154.932097,18083985.04,0,0
2022-05-03,7173270490,309476131,7461443.618,0,4634503.537,0,1947390.809,6700680479,8116007.921,1978122.981,9129623.956,8622967.447,0,11671875.42,86823854.31,5141525.7,3732637.929,1939.214553,8116007.921,0,0
2022-05-02,7301017265,349262595.2,7822268.538,0,758718.0055,0,613850.8543,6776365220,7844594.769,3527575.62,9364839.04,10473436.08,0,8674656.288,79765627.86,5276592.955,2960902.099,1188.877912,7844594.769,0,0
2022-05-01,5418079133,281590270.5,7890646.691,0,1035037.176,0,1875183.904,4975041033,7933766.259,4463377.058,9629216.104,22959126.1,0,9249012.265,37411901.98,9955847.716,14976404.44,638.220725,7933766.259,0,0
2022-04-30,6517485387,197285874,3331844.94,0,562687.5898,0,440788.2701,6146896398,9219450.722,2101290.023,5585018.382,64084773.4,0,3589726.747,42822538.65,7152808.897,6104869.984,824.809875,9219450.722,0,0
2022-04-29,8762231575,276164789.8,10921133.72,0,636534.0481,0,975491.143,8310560572,8441297.173,3359741.804,9644037.775,24101520.57,0,11317925.05,84038664.09,6850191.473,3604197.613,3290.931185,8441297.173,0,0
2022-04-28,8747052033,172691492.2,3402701.267,0,1987566.499,0,417458.2691,8465603190,5838653.461,2084055.376,1846690.637,6400005.905,0,1776996.327,59087788.88,2604453.487,5137691.937,575.948399,5838653.461,0,0
2022-04-27,7472793309,148495292,1655875.657,0,495453.0864,0,507703.4729,7211037569,9490813.523,3571530.091,1903237.609,7008005.226,0,3468627.016,65604317.73,2785706.655,7133035.796,367.464682,9490813.523,0,0
2022-04-26,8521554254,160655670.7,2885170.863,0,2535029.654,0,1011890.846,8253587781,14872340.43,2250776.433,2485856.771,14996659.16,0,2570441.789,37168137.18,4448222.357,868575.146,743.643489,14872340.43,0,0
2022-04-25,8779619742,168786296,2337684.864,0,598909.0428,0,663653.8624,8480443037,14997172.04,2398118.671,3806766.867,10599724.3,0,3203494.812,63668886.96,3814047.971,3736316.495,1849.937536,14997172.04,0,0
2022-04-24,5227889482,152222444.5,1509225.561,0,1143994.065,0,770243.3528,4980202564,42954210.01,1353787.876,2665840.681,5670051.569,0,1916020.499,18876712.27,4414008.51,1667016.05,0.604879,42954210.01,0,0
2022-04-23,4788321223,143875755.3,1699601.648,0,536839.2581,0,2467722.524,4555161368,5412234.421,2825033.014,2767396.261,8238915.954,0,5984779.91,26508003.96,5157594.907,2702525.957,51.939668,5412234.421,0,0
2022-04-22,8043714499,287983296,5837481.501,0,1379616.155,0,552729.6594,7626575902,8378044.016,5786487.19,8424729.531,9308864.039,0,7416286.905,55520719.27,10402579.49,5585757.483,1.288039,8378044.016,0,0
2022-04-21,9775770812,615521252.8,9951492.655,0,7918191.753,0,1020539.588,8878528094,20987228.09,6878827.664,18698959.49,22839028.02,0,13783147.98,100018898.5,13896776.75,11278808.86,1539.90484,20987228.09,0,0
2022-04-20,13842679950,156955293.4,6424542.962,0,790754.2754,0,1774827.639,13541775373,12101176.26,3889377.76,1399153.531,9997935.783,0,1444269.462,82719173.05,7959924.821,3574479.25,77171.77322,12101176.26,0,0
2022-04-19,9108967789,153616523.5,1618963.575,0,4201405.978,0,468593.2974,8711720102,12752313.5,2283260.347,2208881.285,28273322.36,0,2725731.364,75007597.52,3384904.547,3408672.097,7205.90424,12752313.5,0,0
2022-04-18,8231814307,160337072.1,1395843.657,0,943013.3602,0,809793.0569,7956456301,17606072.93,2861888.165,2052692.369,14571506.71,0,1872882.321,46853799.39,3247972.111,4134236.223,677.863033,17606072.93,0,0
2022-04-17,5028440051,107064931.6,1035236.525,0,366895.7529,0,908429.3654,4853802415,11679945.13,1413834.022,1337481.896,7319592.351,0,1924874.355,22776136.55,1737287.173,1050750.409,141.432848,11679945.13,0,0
2022-04-16,7665957721,114421416.6,761602.0618,0,489904.47,0,365548.2655,7152133142,12527988.1,1991339.388,993170.6813,4985506.183,0,626829.5791,25108298.42,3200327.884,2706684.382,7.173623,12527988.1,0,0
2022-04-15,8336009470,145910228.7,994637.0688,0,364113.437,0,240016.7041,7977189368,34684204.42,3794079.833,2272872.653,16498672.7,0,1576496.252,66636195.36,6325387.869,7767472.825,332.46492,34684204.42,0,0
2022-04-14,7785297515,166470071.1,1320042.787,0,1267436.121,0,738931.7236,7488377671,27512381.72,2046299.012,1929543.814,20484277.62,0,1891576.199,42699501.21,3070441.722,9434272.479,446.530295,27512381.72,0,0
2022-04-13,8784102709,141310081.3,1196584.401,0,4001257.084,0,301621.7514,8532961093,8618223.412,6165190.703,1288199.299,16218856.68,0,923889.338,30708091.35,10276015.83,5983463.656,4097.16829,8618223.412,0,0
2022-04-12,8642093680,135061821.2,1565052.487,0,893859.4351,0,828132.1978,8350975129,8617354.93,3695804.976,2115204.361,16817365.25,0,3350658.655,55103709.53,6783033.637,14081896.58,22123.19946,8617354.93,0,0
2022-04-11,9800859151,756948746.2,2355729.842,0,581266.7447,0,628225.3907,8850008349,24956554.66,4272878.26,3474023.352,47638326.01,0,4671857.999,50859512.5,9775276.369,20648363.42,469.108633,24956554.66,0,0
2022-04-10,4651751784,106560909,1324968.979,0,475752.1295,0,899012.5995,4370401571,2597220.662,3249763.543,2525288.579,45640441.36,0,30918289.27,23936681.87,3712817.888,23710812.11,868.503376,2597220.662,0,0
2022-04-09,7268456986,165478520.1,1276492.52,0,545055.5747,0,309631.0199,5382988300,3986605.637,2833306.06,2241599.776,40797886.38,0,1001286,33539532.8,2216005.479,17579365.65,606.363753,3986605.637,0,0
2022-04-08,9570545065,143521685,2100573.227,0,613557.4456,0,1902342.089,7212237293,11085780.29,2469678.016,3846352.333,26281867.67,0,2958841.25,52181020.47,2528817.032,5602095.416,1665.588888,11085780.29,0,0
2022-04-07,21871989944,170254733.3,2348971.909,0,442751.8085,0,605594.7454,7405131018,8540585.123,3589604.913,3089845.334,22806091.33,0,2675541.691,35068207.37,3187015.791,3119487.292,376.058841,8540585.123,0,0
2022-04-06,9312525937,165513243.4,3135133.704,0,1483923.47,0,1283059.975,8609741185,13111243.87,9578764.709,5271858.629,13846112.15,0,5547639.254,58456439.97,6233449.352,7599337.697,4441.107691,13111243.87,0,0
2022-04-05,7350016123,170117722.9,1154637.383,0,5704283.977,0,6097016.139,6926142488,4577764.074,3135581.01,2833111.654,50237494.19,0,1302043.737,39068738.81,3840668.195,7280522.497,10323.31834,4577764.074,0,0
2022-04-04,8651779981,215260147.7,1725155.354,0,3545710.654,0,3532836.446,8094494461,11667137.24,3121180.162,2887105.758,11498706.02,0,9063131.422,56793280.11,3514040.299,5661647.425,7230.147842,11667137.24,0,0
2022-04-03,5682316089,247889279.2,999292.5223,0,1247555.081,0,1986245.81,5219057314,12409316.56,7858114.653,2562041.548,10632741.55,0,2018917.339,8502503.208,10382503.92,5455263.618,494.766925,12409316.56,0,0
2022-04-02,7381755495,222176513.5,1787962.09,0,2644363.057,0,904108.1045,6877156596,11313854.47,6840657.222,3875490.61,24342682.92,0,3551314.549,18396941.66,9824756.006,5156046.894,773.646157,11313854.47,0,0
2022-04-01,9047363529,219091673.8,2467060.245,0,1703539.257,0,853678.328,8481851032,14322456.37,9297463.987,5429136.177,69022942.24,0,3024299.4,53774895.39,7753579.889,10880541.39,15.028402,14322456.37,0,0
2022-03-31,9573468021,324937447.9,5809202.869,0,2161572.25,0,790953.7141,8632618333,69688753.78,24450829.04,11227560.29,161517091.2,0,9321014.678,255774335.7,17786353.69,33856296.88,2241.538109,69688753.78,0,0
2022-03-30,11208456406,237929154.5,3935545.121,0,661732.2307,0,453326.6818,10515315008,255105408.1,5341149.648,7416349.182,78144547.43,0,6502636.573,56409119.96,6389392.775,4282534.033,1077.229518,255105408.1,0,0
2022-03-29,9736957000,188963891.6,2101123.016,0,1076803.225,0,1226774.869,9395217287,14737887.84,9834497.553,3738557.727,8471536.388,0,2504524.013,68927344.53,11408351.37,5400861.328,112.923241,14737887.84,0,0
2022-03-28,9997829801,178612325.4,2259567.36,0,1534873.968,0,1014493.455,9693430071,17046518.75,6450311.826,3969089.053,14480299.88,0,2880495.279,45716827.08,6298725.406,6549351.695,2932.491404,17046518.75,0,0
2022-03-27,4992668943,187041318.1,2055144.542,0,718565.7736,0,1019781.631,4604037863,22822965.19,14173614.81,3218255.213,74453342.06,0,2090437.895,37144321.92,2851580.506,13802059.01,511.279043,22822965.19,0,0
2022-03-26,5495304976,121259534.1,1069501.226,0,848243.0935,0,1768712.179,5255385433,4099688.797,3996310.703,1930901.348,20910589.86,0,574960.833,41279627.28,1067859.856,13225662.09,14531.75858,4099688.797,0,0
2022-03-25,9070623493,112239850.9,1653527.137,0,714428.7498,0,548202.3533,8756935780,6821164.405,6742326.97,1857536.84,25620646.75,0,12146015.29,81867949.23,3525407.061,6930968.817,1312.307172,6821164.405,0,0
2022-03-24,8472183810,209543804.6,4528238.65,0,1445833.44,0,1976398.789,8069365604,14659400.35,8134858.746,1724141.084,11517722.1,0,1336558.983,90171778.56,4125275.995,7720557.649,44453.94407,14659400.35,0,0
2022-03-23,8932219623,208440651,1575322.677,0,1094319.737,0,343439.7854,8612402020,6192811.035,11158607.54,2133184.774,4736370.72,0,2455309.828,43768408.44,7094015.85,2357009.696,746.560021,6192811.035,0,0
2022-03-22,7271256297,177791294.9,1304046.893,0,590484.8511,0,393515.3778,6980667768,6734262.606,14354883.03,1781384.194,11950997.25,0,10323832.2,35870607.42,3145269.935,8516860.282,3766.660632,6734262.606,0,0
2022-03-21,8018407752,153115562.6,1123946.255,0,2185757.633,0,590671.1005,7761594461,5625083.279,5610124.379,1426713.882,10453961.29,0,439917.3277,44539304.51,1764284.19,15405823.81,412.795276,5625083.279,0,0
2022-03-20,14180954854,133690021.4,1476863.922,0,860286.3227,0,375995.9044,4305561107,5602000.105,4067029.186,1672812.851,58870334.47,0,830608.4194,17753946.66,2250795.277,32917755.49,3913.348765,5602000.105,0,0
2022-03-19,6031630279,122545633.6,490563.3871,0,1194979.561,0,459013.1918,5837230012,5544166.184,6608488.108,473939.8173,3650797.349,0,439161.7228,27941803.16,4035232.348,2627463.056,1572.185967,5544166.184,0,0
2022-03-18,7249566127,157017474.5,1059918.064,0,390287.2935,0,1502488.777,7004332049,9276874.6,1310946.509,1811620.128,9135023.245,0,609890.6982,38899946.31,1670040.487,2176754.795,2628.066808,9276874.6,0,0
2022-03-17,7684356212,142398914,399902.1316,0,413540.7032,0,1174746.233,7448909368,13567896.32,2201092.92,336777.56,5074588.947,0,84079.67322,46190758.52,3472294.36,2028741.791,6194.738458,13567896.32,0,0
2022-03-16,6842557179,165626852.9,1632817.882,0,6707845.612,0,1286368.557,6421759449,7856692.605,6642942.523,1820332.172,3653107.859,0,166322176.7,32529631.59,1787071.345,2470481.747,1718.543839,7856692.605,0,0
2022-03-15,7061933402,143810575.8,1015337.917,0,704298.8335,0,2098699.03,6790119161,6295593.949,4176739.714,698547.1405,4756322.246,0,444504.1728,32037932.74,2195662.867,3253508.795,7.771436,6295593.949,0,0
2022-03-14,6094231064,122368552.8,998385.3652,0,515164.0738,0,2081635.285,5860486749,6223953.682,1775818.146,1201363.578,9982120.313,0,1163241.441,47373461.5,2580586.819,3415180.159,235.594211,6223953.682,0,0
2022-03-13,3975291721,98196029.59,956144.097,0,422034.4926,0,399019.4364,3799531000,5112270.991,1707252.126,1051455.133,1487065.931,0,558814.418,15095565.28,3095411.34,2229474.606,366.224237,5112270.991,0,0
2022-03-12,4513731846,114879120.4,843640.2001,0,512262.0684,0,471659.4473,4301238733,4002112.715,2261485.035,709984.7289,3093783.08,0,586551.333,44521909.13,3701103.569,3374262.722,1263.52089,4002112.715,0,0
2022-03-11,6079743345,157579660.5,1608494.52,0,1129500.504,0,1054725.877,5742572177,44092062.74,4898946.503,1910373.435,8121947.427,0,949874.0599,57956975.34,7657904.213,6948137.775,216.65528,44092062.74,0,0
2022-03-10,7612391293,160988159,2123978.757,0,2686728.711,0,963033.1123,7283107362,6806602.178,7461742.782,3580541.484,21397624.12,0,1851737.097,56631048.02,4628405.19,4018119.461,1432.894155,6806602.178,0,0
2022-03-09,8480281059,654968043.2,2254098.132,0,1187654.179,0,522382.6594,7637545382,16004717.68,5337169.905,3087087.735,40158871.53,0,2262649.295,38042655.78,3875180.231,2845660.44,9074.627153,16004717.68,0,0
2022-03-08,6740525192,167196823.7,1920048.612,0,507396.5884,0,499964.7332,6386605373,9091659.018,1973041.931,2659063.136,4568345.059,0,1691574.41,58181338.65,1849113.881,1937419.193,2400.152415,9091659.018,0,0
2022-03-07,9736264290,198402080.9,1980570.477,0,784650.2031,0,1106142.735,9324805628,8268084.415,1429256.354,3593336.705,3885070.978,0,18422088.85,73404577.28,3729313.804,2343756.898,9004.163692,8268084.415,0,0
2022-03-06,5154225747,129542327.1,1559106.198,0,456563.6321,0,818225.0698,4883044422,8522536.374,2013010.925,2076359.608,3833661.32,0,3287409.5,13899315.88,3203319.638,13617943.92,1604.018476,8522536.374,0,0
2022-03-05,5456590074,168853154.9,1477818.053,0,834200.1171,0,572314.3734,5096209564,5414577.13,5080431.89,1816895.479,2300768.923,0,2628741.184,14041599.72,2907322.934,5366019.723,284.52499,5414577.13,0,0
2022-03-04,7428163956,214840909.2,2261621.093,0,1475336.369,0,676370.5844,6901731409,12752362.87,26208530.2,2736061.197,5321411.688,0,47257305.21,41705536.62,6016749.603,2958714.74,296.788714,12752362.87,0,0
2022-03-03,7777561800,173245490.3,1761036.525,0,348821.531,0,1149089.707,7353548773,5545340.049,1345969.356,1854213.465,2118953.744,0,2171912.253,43583942.05,3289029.388,2313603.949,7020.341469,5545340.049,0,0
2022-03-02,7614174949,223366966.9,2460719.457,0,626211.9715,0,628079.432,7135267832,12137373.4,2253036.363,2775070.094,5294194.729,0,2310377.681,31094895.68,1736434.732,6300001.58,14909.3963,12137373.4,0,0
2022-03-01,8378196983,246805604.7,2959738.18,0,2485432.133,0,887541.9401,7689310882,45101375.22,2127652.007,3168931.945,26819152.02,0,6162328.151,42097590.26,4425348.248,3489545.215,2455.138502,45101375.22,0,0
2022-02-28,8410014430,337402657.9,3729446.199,0,1658407.826,0,957288.8881,7646013883,8682961.941,1969744.123,4880486.425,10382375.35,0,5628955.478,19692796.58,4145087.299,2408557.776,5388.009321,8682961.941,0,0
2022-02-27,4822101603,217658352.7,4167937.866,0,1131049.007,0,455029.2574,4170813807,13710280.45,2181084.281,5422504.541,3555918.078,0,8454845.33,16453771.44,2735440.369,2362516.583,1873.614736,13710280.45,0,0
2022-02-26,5479926741,314316460.2,6110971.706,0,5545256.303,0,956927.9171,4584650063,5450876.655,1321563.689,7755042.775,6260430.072,0,5708101.815,21271564.41,3888983.739,1425684.339,683.091966,5450876.655,0,0
2022-02-25,9119230179,445084324.8,19475294.12,0,1388071.3,0,1369964.693,7528973716,16164309,4671120.585,15823832.03,13311362.24,0,15535890.72,33759126.74,7950112.489,8363172.359,7155.236669,16164309,0,0
2022-02-24,9134810202,281760393.9,7088395.578,0,937825.9914,0,2938952.963,8491537076,20226707.98,4960619.8,8738727.63,11936474.17,0,9346673.063,54122562.11,9111481.867,7060020.403,6740.62662,20226707.98,0,0
2022-02-23,7248377370,237449291.7,5799271.429,0,506392.2246,0,418233.0949,6676207934,8759046.047,4463879.652,3413043.394,9105531.115,0,3188491.077,47653294.9,6103126.65,2196488.609,3100.526468,8759046.047,0,0
2022-02-22,8009582926,304108251.4,4382850.309,0,618889.2415,0,1029840.577,7276068141,16298912.13,2329846.176,5348272.498,14697386.33,0,13665710.77,24910589.79,4922518.024,3533107.845,11828.61877,16298912.13,0,0
2022-02-21,9748704172,196173409.1,3463944.716,0,571843.1984,0,748447.6949,9203226504,15722232.95,2454626.974,3943645.025,15361808.72,0,7834085.426,28643106.65,6973036.89,4293672.228,3519.113303,15722232.95,0,0
2022-02-20,5506184993,238794450.1,1637500.323,0,2007809.61,0,1075386.207,5066452071,8191428.221,1434844.941,2168726.074,14889896.65,0,7553116.674,9079980.29,5468027.21,27410099.79,1093.399795,8191428.221,0,0
2022-02-19,4918495425,177269966.6,2004970.876,0,838194.3928,0,395283.589,4490949168,9007464.521,1247382.869,2342509.904,31420777.08,0,2233579.835,12092494.51,6625722.161,16406965.74,2718.758294,9007464.521,0,0
2022-02-18,6844628830,171116664.9,2093376.745,0,1230715.735,0,2481314.413,6500450922,20913819.92,3659446.392,2157503.724,6416988.114,0,4938471.899,27793496.58,6970484.375,3248944.583,920.258778,20913819.92,0,0
2022-02-17,6818882128,186948398.1,2490372.347,0,2561401.204,0,3280667.819,6504234480,7445484.984,1524633.889,2805011.981,21145217.13,0,2376987.285,19218740.28,2945260.082,5452828.238,960.953688,7445484.984,0,0
2022-02-16,6051022876,202895880.6,1299411.17,0,1054819.088,0,401317.2623,5715960736,7513834.723,2299824.745,3786275.587,5929422.921,0,10096738.15,30434305.94,5083825.923,1954541.479,4562.46871,7513834.723,0,0
2022-02-15,7219117147,176026664.9,1314391.146,0,54172547.04,0,237540.9248,6711723092,5921518.147,1745641.697,22513713.34,8011781.639,0,133465909.8,16017752.5,5452926.728,4215005.044,389.657647,5921518.147,0,0
2022-02-14,6747085867,156037069.5,1574001.24,0,1433033.954,0,264839.7811,6094072914,28853407.87,11033411.28,4389650.595,8812429.815,0,1213574.959,9408901.909,7610962.911,19231016.68,4004.397436,28853407.87,0,0
2022-02-13,4325530618,133521779.8,1948808.217,0,2265289.496,0,539294.0324,4011328881,62151510,1736481.054,2234397.404,5564966.305,0,3670102.888,19093999.07,3765596.324,2037832.869,2322.607895,62151510,0,0
2022-02-12,4560117630,234037727.1,3518190.562,0,2855399.761,0,850068.4706,4138620580,8895756.928,3284946.675,10356252.7,17811349.89,0,10444631.17,19100224.65,7017100.227,2928338.946,54.695975,8895756.928,0,0
2022-02-11,7421971089,243625619.3,6029050.767,0,3677052.235,0,1173600.977,6815611236,9422705.636,3941302.341,13612418.47,9521530.019,0,9917306.418,21300144.38,9024887.309,3166951.432,657.707831,9422705.636,0,0
2022-02-10,11035614859,202766615.1,2962387.355,0,3202963.754,0,681698.8288,10354567852,9394810.346,5930135.745,7502104.75,30851959.04,0,12639106.39,10317609.16,6727226.7,6116095.327,138.713868,9394810.346,0,0
